,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014
0,0.03137652793964686,0.0300278645121449,0.03617588909976662,0.030818384342319798,0.029075508972267242,0.028706370046098478,0.027628391844410804,0.02729541975600802,0.02936976681486518,0.019156861377892086,0.05232931477748754,0.04828682057365185,0.03300275691514777,0.03163666023527309,0.038369891530566864,0.03869426547687812,0.03818592469407816,0.04806909534460875,0.03325968196201848,0.06661426589410092,0.06554100996843298,0.07347204219115477,0.07999564699768089,0.07878996122634842,0.08207617145288065,0.08271888875773596,0.08328998628365088,0.08844542246789877,0.08336281404184766,0.08579171178905401
1,0.09380635386762005,0.09406542586004815,0.08519673911723258,0.08228649027291789,0.09822587429746223,0.05922353485188818,0.04631044663576359,0.02734149683386838,0.025543918487865264,0.021182315876193715,0.02309984446797889,0.022467702706606224,0.017305903740882395,0.0197730310505562,0.03388600502958539,0.034521621241028755,0.037173082192531105,0.04339280036683342,0.049856736711605155,0.04856913157492602,0.049849714157314935,0.045970365878943945,0.046667680021581635,0.05238412723176792,0.05278253935698142,0.05571082591529611,0.06365647953559775,0.05974591361502887,0.06173294352509339,0.06983427286491749
2,0.07072659779508679,0.06320262715375716,0.06018908385392365,0.057531749974046587,0.06110785283467551,0.055049990493553115,0.05695746262661383,0.05480761728791599,0.05876030384984423,0.061686787434240054,0.056608429811391,0.03129575148509137,0.030171634694923004,0.056064430790285995,0.05113959913982743,0.06950917937607154,0.05942725913807446,0.04712317538117978,0.05570547419532311,0.05386634666248354,0.04899211226329751,0.04523247303798441,0.04255023457716855,0.042955797251193854,0.04105639681715513,0.03640086180215234,0.035787547221248925,0.037342211950664374,0.035918413605942875,0.04439591478080086
3,0.042733142070975685,0.04357301157117226,0.04731111439812842,0.049234309557539456,0.04675082238794864,0.04413128707058817,0.045438067668168214,0.046456214787506035,0.044559270760091425,0.04567091083557637,0.047160401920591496,0.049163508081861616,0.04967785773583735,0.049763297497525,0.05173567151156832,0.04948175223412585,0.04604636843791581,0.04248230617132896,0.04551673939021534,0.052550666579229174,0.05350109854292301,0.0573140570332533,0.05666020849140611,0.06056199734798931,0.05705993185453238,0.05913644909138021,0.059614059025937666,0.05916232737021422,0.05774218064537853,0.061374287215008295
4,0.042411302701829176,0.042433279597081534,0.04682946927302337,0.04866007234405828,0.04847408929592297,0.04745467104334747,0.044393817582499266,0.04303589801106057,0.043353127940917426,0.04185916074553052,0.04208787468916283,0.04393217683459606,0.0451438591638347,0.045785565545281764,0.04644466917375783,0.047652492346524536,0.0474134527801444,0.0497107281979594,0.05345425456588234,0.05516332251867703,0.055344896507445625,0.05637955390511078,0.058702832842402144,0.05911415162204664,0.061748743127147274,0.06260052600224641,0.060446059277502046,0.060951886459051044,0.06021459747978134,0.06036678571209168
5,0.046924718138235746,0.04591980247648266,0.048268993752185504,0.04841983661639672,0.05063817215998642,0.04736756510406676,0.046371604963198886,0.04695340407317367,0.048129504661176006,0.04774675561965998,0.0478078546064138,0.05058280526570804,0.05062103807729607,0.05191282072100072,0.052693249219021784,0.052724858919609895,0.051292625419475914,0.053245473735807534,0.05180940733563444,0.052191208834676664,0.05263014642148073,0.05410665638176333,0.054762204624180126,0.05566835225574541,0.055788837467760234,0.05438083658781007,0.05376174825449683,0.05233340558838474,0.049338397967825263,0.04717103203726276
6,0.04707755833382174,0.04651463095403322,0.04963401851519832,0.045783644392405135,0.04624211883579046,0.04891670770674284,0.05172185536828819,0.0470480652209172,0.047027106410314344,0.04680735233523221,0.048970551114427954,0.051682218800430044,0.05119820925286882,0.05196215384608865,0.0504004016042082,0.05061609634409027,0.05334090246584321,0.05403329176073178,0.05787752900733639,0.05767440318371903,0.05872787747520381,0.05682106911050378,0.05473191339862447,0.05400711981613452,0.04895254891689784,0.05254894981788091,0.050446000730003514,0.04809525561744767,0.04797592035311035,0.04472784659762138
7,0.06917517835744226,0.06831881894799985,0.07056152757447301,0.06257349340347375,0.07175431120207505,0.054668744117339484,0.06093037307111269,0.05413252067525044,0.05578139666374795,0.05659575799209398,0.05663447139449066,0.05681241164358259,0.057941033788554475,0.057346856892352166,0.057432890152811715,0.06051565998003843,0.04476628994795151,0.04513012537176932,0.03322061586737657,0.039498535917065335,0.02974846437982732,0.034969397869334735,0.03383803872920553,0.03338112270916448,0.03230163560199597,0.03487452058658151,0.03843200686025441,0.043442746518964154,0.04319618934606082,0.06358818172352641
8,0.05164153997378932,0.050833113043993385,0.050909283563212705,0.04938876029708023,0.052694476294044494,0.05184733453479946,0.054046666000529,0.054317033975002454,0.05201965856192556,0.05411542197592513,0.05399867732641497,0.056643178627034614,0.05520572427364937,0.05653636348705178,0.054446384591632146,0.05472239708281637,0.0542548201266304,0.05060872698520221,0.053028761724737646,0.05195268216476135,0.050462038796338836,0.049466217683463175,0.04748649569830761,0.04752161856612116,0.04507356369752744,0.04956575506529869,0.04412193267132946,0.04172708076922973,0.04234431865637,0.04058329107169782
9,0.07299926330004922,0.07463940055610958,0.07461627273709827,0.07099807743012068,0.07138100405317574,0.06240838656538219,0.048701984988854974,0.04636709607518547,0.058513149647214574,0.04685934536102726,0.05040825157221533,0.04940681587671981,0.04536418164687128,0.043351422114997575,0.03913188694553648,0.03892234658516306,0.04237063483965296,0.04160505352954377,0.04444752905099951,0.04430523637801512,0.04570337997477952,0.04708443665464405,0.05059167696692007,0.04947144133401434,0.04186750575419609,0.04357477791269135,0.04905718560167389,0.04470384245466448,0.03981841403120504,0.04289331734719539
